date,store,item,sales
8/6/2022,1,2,61
9/6/2022,1,2,62
10/6/2022,1,2,51
11/6/2022,1,2,84
12/6/2022,1,2,77
13/6/2022,1,2,51
14/6/2022,1,2,70
15/6/2022,1,2,56
16/6/2022,1,2,61
17/6/2022,1,2,71
18/6/2022,1,2,97
19/6/2022,1,2,96
20/6/2022,1,2,54
21/6/2022,1,2,62
22/6/2022,1,2,69
23/6/2022,1,2,80
24/6/2022,1,2,66
25/6/2022,1,2,82
26/6/2022,1,2,70
27/6/2022,1,2,57
28/6/2022,1,2,60
29/6/2022,1,2,65
30/6/2022,1,2,71
1/7/2022,1,2,85
2/7/2022,1,2,95
3/7/2022,1,2,90
4/7/2022,1,2,63
5/7/2022,1,2,74
6/7/2022,1,2,75
7/7/2022,1,2,82
8/7/2022,1,2,90
9/7/2022,1,2,74
10/7/2022,1,2,89
11/7/2022,1,2,61
12/7/2022,1,2,75
13/7/2022,1,2,61
14/7/2022,1,2,79
15/7/2022,1,2,66
16/7/2022,1,2,84
17/7/2022,1,2,104
18/7/2022,1,2,74
19/7/2022,1,2,59
20/7/2022,1,2,63
21/7/2022,1,2,74
22/7/2022,1,2,75
23/7/2022,1,2,79
24/7/2022,1,2,80
25/7/2022,1,2,62
26/7/2022,1,2,66
27/7/2022,1,2,70
28/7/2022,1,2,71
29/7/2022,1,2,84
30/7/2022,1,2,89
31/7/2022,1,2,94
1/8/2022,1,2,60
2/8/2022,1,2,53
3/8/2022,1,2,58
4/8/2022,1,2,56
5/8/2022,1,2,61
6/8/2022,1,2,65
7/8/2022,1,2,84
8/8/2022,1,2,48
9/8/2022,1,2,65
10/8/2022,1,2,55
11/8/2022,1,2,64
12/8/2022,1,2,76
13/8/2022,1,2,65
14/8/2022,1,2,100
15/8/2022,1,2,55
16/8/2022,1,2,52
17/8/2022,1,2,57
18/8/2022,1,2,67
19/8/2022,1,2,60
20/8/2022,1,2,66
21/8/2022,1,2,88
22/8/2022,1,2,47
23/8/2022,1,2,58
24/8/2022,1,2,71
25/8/2022,1,2,60
26/8/2022,1,2,82
27/8/2022,1,2,81
28/8/2022,1,2,89
29/8/2022,1,2,60
30/8/2022,1,2,50
31/8/2022,1,2,63
1/9/2022,1,2,53
2/9/2022,1,2,74
3/9/2022,1,2,84
4/9/2022,1,2,77
5/9/2022,1,2,47
6/9/2022,1,2,55
7/9/2022,1,2,59
8/9/2022,1,2,56
9/9/2022,1,2,51
10/9/2022,1,2,59
11/9/2022,1,2,62
12/9/2022,1,2,46
13/9/2022,1,2,51
14/9/2022,1,2,67
15/9/2022,1,2,52
16/9/2022,1,2,47
17/9/2022,1,2,66
18/9/2022,1,2,71
19/9/2022,1,2,52
20/9/2022,1,2,52
21/9/2022,1,2,64
22/9/2022,1,2,56
23/9/2022,1,2,60
24/9/2022,1,2,76
25/9/2022,1,2,91
26/9/2022,1,2,51
27/9/2022,1,2,45
28/9/2022,1,2,57
29/9/2022,1,2,59
30/9/2022,1,2,67
1/10/2022,1,2,69
2/10/2022,1,2,64
3/10/2022,1,2,39
4/10/2022,1,2,51
5/10/2022,1,2,56
6/10/2022,1,2,61
7/10/2022,1,2,56
8/10/2022,1,2,70
9/10/2022,1,2,66
10/10/2022,1,2,51
11/10/2022,1,2,54
12/10/2022,1,2,51
13/10/2022,1,2,67
14/10/2022,1,2,80
15/10/2022,1,2,62
16/10/2022,1,2,66
17/10/2022,1,2,46
18/10/2022,1,2,50
19/10/2022,1,2,59
20/10/2022,1,2,62
21/10/2022,1,2,51
22/10/2022,1,2,70
23/10/2022,1,2,69
24/10/2022,1,2,49
25/10/2022,1,2,58
26/10/2022,1,2,49
27/10/2022,1,2,52
28/10/2022,1,2,67
29/10/2022,1,2,59
30/10/2022,1,2,58
31/10/2022,1,2,44
1/11/2022,1,2,50
2/11/2022,1,2,67
3/11/2022,1,2,55
4/11/2022,1,2,79
5/11/2022,1,2,57
6/11/2022,1,2,66
7/11/2022,1,2,43
8/11/2022,1,2,54
9/11/2022,1,2,68
10/11/2022,1,2,76
11/11/2022,1,2,69
12/11/2022,1,2,64
13/11/2022,1,2,76
14/11/2022,1,2,49
15/11/2022,1,2,57
16/11/2022,1,2,50
17/11/2022,1,2,53
18/11/2022,1,2,61
19/11/2022,1,2,72
20/11/2022,1,2,79
21/11/2022,1,2,47
22/11/2022,1,2,49
23/11/2022,1,2,50
24/11/2022,1,2,49
25/11/2022,1,2,58
26/11/2022,1,2,62
27/11/2022,1,2,78
28/11/2022,1,2,50
29/11/2022,1,2,49
30/11/2022,1,2,52
1/12/2022,1,2,43
2/12/2022,1,2,44
3/12/2022,1,2,40
4/12/2022,1,2,51
5/12/2022,1,2,29
6/12/2022,1,2,45
7/12/2022,1,2,39
8/12/2022,1,2,35
9/12/2022,1,2,41
10/12/2022,1,2,47
11/12/2022,1,2,53
12/12/2022,1,2,36
13/12/2022,1,2,45
14/12/2022,1,2,41
15/12/2022,1,2,52
16/12/2022,1,2,42
17/12/2022,1,2,55
18/12/2022,1,2,40
19/12/2022,1,2,33
20/12/2022,1,2,47
21/12/2022,1,2,46
22/12/2022,1,2,35
23/12/2022,1,2,64
24/12/2022,1,2,47
25/12/2022,1,2,39
26/12/2022,1,2,30
27/12/2022,1,2,41
28/12/2022,1,2,38
29/12/2022,1,2,56
30/12/2022,1,2,37
31/12/2022,1,2,47
1/1/2023,1,2,40
2/1/2023,1,2,26
3/1/2023,1,2,33
4/1/2023,1,2,41
5/1/2023,1,2,39
6/1/2023,1,2,43
7/1/2023,1,2,46
8/1/2023,1,2,58
9/1/2023,1,2,31
10/1/2023,1,2,36
11/1/2023,1,2,42
12/1/2023,1,2,39
13/1/2023,1,2,34
14/1/2023,1,2,29
15/1/2023,1,2,47
16/1/2023,1,2,21
17/1/2023,1,2,37
18/1/2023,1,2,41
19/1/2023,1,2,51
20/1/2023,1,2,48
21/1/2023,1,2,42
22/1/2023,1,2,49
23/1/2023,1,2,25
24/1/2023,1,2,44
25/1/2023,1,2,38
26/1/2023,1,2,30
27/1/2023,1,2,32
28/1/2023,1,2,48
29/1/2023,1,2,47
30/1/2023,1,2,28
31/1/2023,1,2,37
1/2/2023,1,2,34
2/2/2023,1,2,47
3/2/2023,1,2,45
4/2/2023,1,2,42
5/2/2023,1,2,38
6/2/2023,1,2,38
7/2/2023,1,2,33
8/2/2023,1,2,37
9/2/2023,1,2,39
10/2/2023,1,2,38
11/2/2023,1,2,52
12/2/2023,1,2,47
13/2/2023,1,2,45
14/2/2023,1,2,46
15/2/2023,1,2,38
16/2/2023,1,2,46
17/2/2023,1,2,59
18/2/2023,1,2,47
19/2/2023,1,2,55
20/2/2023,1,2,32
21/2/2023,1,2,26
22/2/2023,1,2,45
23/2/2023,1,2,50
24/2/2023,1,2,49
25/2/2023,1,2,46
26/2/2023,1,2,41
27/2/2023,1,2,44
28/2/2023,1,2,37
1/3/2023,1,2,48
2/3/2023,1,2,54
3/3/2023,1,2,47
4/3/2023,1,2,70
5/3/2023,1,2,57
6/3/2023,1,2,36
7/3/2023,1,2,57
8/3/2023,1,2,51
9/3/2023,1,2,43
10/3/2023,1,2,53
11/3/2023,1,2,54
12/3/2023,1,2,63
13/3/2023,1,2,52
14/3/2023,1,2,56
15/3/2023,1,2,59
16/3/2023,1,2,52
17/3/2023,1,2,52
18/3/2023,1,2,55
19/3/2023,1,2,65
20/3/2023,1,2,34
21/3/2023,1,2,47
22/3/2023,1,2,33
23/3/2023,1,2,51
24/3/2023,1,2,62
25/3/2023,1,2,55
26/3/2023,1,2,55
27/3/2023,1,2,40
28/3/2023,1,2,45
29/3/2023,1,2,45
30/3/2023,1,2,44
31/3/2023,1,2,57
1/4/2023,1,2,61
2/4/2023,1,2,66
3/4/2023,1,2,43
4/4/2023,1,2,53
5/4/2023,1,2,76
6/4/2023,1,2,62
7/4/2023,1,2,62
8/4/2023,1,2,77
9/4/2023,1,2,86
10/4/2023,1,2,52
11/4/2023,1,2,68
12/4/2023,1,2,59
13/4/2023,1,2,71
14/4/2023,1,2,78
15/4/2023,1,2,79
16/4/2023,1,2,60
17/4/2023,1,2,58
18/4/2023,1,2,51
19/4/2023,1,2,64
20/4/2023,1,2,48
21/4/2023,1,2,61
22/4/2023,1,2,71
23/4/2023,1,2,88
24/4/2023,1,2,54
25/4/2023,1,2,61
26/4/2023,1,2,59
27/4/2023,1,2,58
28/4/2023,1,2,61
29/4/2023,1,2,84
30/4/2023,1,2,80
1/5/2023,1,2,60
2/5/2023,1,2,66
3/5/2023,1,2,51
4/5/2023,1,2,63
5/5/2023,1,2,79
6/5/2023,1,2,76
7/5/2023,1,2,67
8/5/2023,1,2,64
9/5/2023,1,2,73
10/5/2023,1,2,55
11/5/2023,1,2,83
12/5/2023,1,2,82
13/5/2023,1,2,85
14/5/2023,1,2,85
15/5/2023,1,2,54
16/5/2023,1,2,61
17/5/2023,1,2,68
18/5/2023,1,2,76
19/5/2023,1,2,72
20/5/2023,1,2,89
21/5/2023,1,2,91
22/5/2023,1,2,48
23/5/2023,1,2,62
24/5/2023,1,2,73
25/5/2023,1,2,66
26/5/2023,1,2,66
27/5/2023,1,2,82
28/5/2023,1,2,48
29/5/2023,1,2,39
30/5/2023,1,2,57
31/5/2023,1,2,60
1/6/2023,1,2,83
2/6/2023,1,2,85
3/6/2023,1,2,106
4/6/2023,1,2,103
5/6/2023,1,2,54
6/6/2023,1,2,67
7/6/2023,1,2,67
8/6/2023,1,2,68
9/6/2023,1,2,75
10/6/2023,1,2,85
11/6/2023,1,2,87
12/6/2023,1,2,66
13/6/2023,1,2,79
14/6/2023,1,2,63
15/6/2023,1,2,77
16/6/2023,1,2,76
17/6/2023,1,2,82
18/6/2023,1,2,77
19/6/2023,1,2,54
20/6/2023,1,2,66
21/6/2023,1,2,56
22/6/2023,1,2,64
23/6/2023,1,2,75
24/6/2023,1,2,88
25/6/2023,1,2,101
26/6/2023,1,2,48
27/6/2023,1,2,53
28/6/2023,1,2,63
29/6/2023,1,2,64
30/6/2023,1,2,82
1/7/2023,1,2,83
2/7/2023,1,2,98
3/7/2023,1,2,52
4/7/2023,1,2,66
5/7/2023,1,2,67
6/7/2023,1,2,67
7/7/2023,1,2,80
8/7/2023,1,2,94
9/7/2023,1,2,97
10/7/2023,1,2,49
11/7/2023,1,2,65
12/7/2023,1,2,76
13/7/2023,1,2,63
14/7/2023,1,2,84
15/7/2023,1,2,86
16/7/2023,1,2,115
17/7/2023,1,2,64
18/7/2023,1,2,76
19/7/2023,1,2,81
20/7/2023,1,2,76
21/7/2023,1,2,81
22/7/2023,1,2,94
23/7/2023,1,2,89
24/7/2023,1,2,53
25/7/2023,1,2,70
26/7/2023,1,2,67
27/7/2023,1,2,73
28/7/2023,1,2,73
29/7/2023,1,2,86
30/7/2023,1,2,86
31/7/2023,1,2,59
1/8/2023,1,2,58
2/8/2023,1,2,59
3/8/2023,1,2,72
4/8/2023,1,2,77
5/8/2023,1,2,65
6/8/2023,1,2,89
7/8/2023,1,2,54
8/8/2023,1,2,81
9/8/2023,1,2,58
10/8/2023,1,2,72
11/8/2023,1,2,74
12/8/2023,1,2,67
13/8/2023,1,2,78
14/8/2023,1,2,50
15/8/2023,1,2,59
16/8/2023,1,2,48
17/8/2023,1,2,64
18/8/2023,1,2,70
19/8/2023,1,2,78
20/8/2023,1,2,90
21/8/2023,1,2,46
22/8/2023,1,2,62
23/8/2023,1,2,65
24/8/2023,1,2,69
25/8/2023,1,2,91
26/8/2023,1,2,70
27/8/2023,1,2,94
28/8/2023,1,2,55
29/8/2023,1,2,42
30/8/2023,1,2,77
31/8/2023,1,2,55
1/9/2023,1,2,67
2/9/2023,1,2,78
3/9/2023,1,2,87
4/9/2023,1,2,51
5/9/2023,1,2,54
6/9/2023,1,2,69
7/9/2023,1,2,59
8/9/2023,1,2,65
9/9/2023,1,2,71
10/9/2023,1,2,64
11/9/2023,1,2,44
12/9/2023,1,2,58
13/9/2023,1,2,57
14/9/2023,1,2,71
15/9/2023,1,2,60
16/9/2023,1,2,75
17/9/2023,1,2,58
18/9/2023,1,2,47
19/9/2023,1,2,66
20/9/2023,1,2,61
21/9/2023,1,2,66
22/9/2023,1,2,70
23/9/2023,1,2,85
24/9/2023,1,2,73
25/9/2023,1,2,49
26/9/2023,1,2,61
27/9/2023,1,2,57
28/9/2023,1,2,55
29/9/2023,1,2,66
30/9/2023,1,2,79
1/10/2023,1,2,60
2/10/2023,1,2,56
3/10/2023,1,2,55
4/10/2023,1,2,55
5/10/2023,1,2,59
6/10/2023,1,2,54
7/10/2023,1,2,61
8/10/2023,1,2,60
9/10/2023,1,2,46
10/10/2023,1,2,52
11/10/2023,1,2,55
12/10/2023,1,2,48
13/10/2023,1,2,53
14/10/2023,1,2,64
15/10/2023,1,2,64
16/10/2023,1,2,44
17/10/2023,1,2,47
18/10/2023,1,2,70
19/10/2023,1,2,45
20/10/2023,1,2,51
21/10/2023,1,2,70
22/10/2023,1,2,61
23/10/2023,1,2,45
24/10/2023,1,2,56
25/10/2023,1,2,66
26/10/2023,1,2,44
27/10/2023,1,2,66
28/10/2023,1,2,61
29/10/2023,1,2,77
30/10/2023,1,2,53
31/10/2023,1,2,50
1/11/2023,1,2,63
2/11/2023,1,2,67
3/11/2023,1,2,75
4/11/2023,1,2,68
5/11/2023,1,2,74
6/11/2023,1,2,69
7/11/2023,1,2,68
8/11/2023,1,2,58
9/11/2023,1,2,62
10/11/2023,1,2,58
11/11/2023,1,2,69
12/11/2023,1,2,76
13/11/2023,1,2,61
14/11/2023,1,2,57
15/11/2023,1,2,55
16/11/2023,1,2,53
17/11/2023,1,2,75
18/11/2023,1,2,78
19/11/2023,1,2,73
20/11/2023,1,2,54
21/11/2023,1,2,55
22/11/2023,1,2,51
23/11/2023,1,2,73
24/11/2023,1,2,68
25/11/2023,1,2,63
26/11/2023,1,2,78
27/11/2023,1,2,58
28/11/2023,1,2,57
29/11/2023,1,2,66
30/11/2023,1,2,80
1/12/2023,1,2,56
2/12/2023,1,2,64
3/12/2023,1,2,59
4/12/2023,1,2,33
5/12/2023,1,2,45
6/12/2023,1,2,50
7/12/2023,1,2,47
8/12/2023,1,2,44
9/12/2023,1,2,50
10/12/2023,1,2,50
11/12/2023,1,2,43
12/12/2023,1,2,37
13/12/2023,1,2,50
14/12/2023,1,2,42
15/12/2023,1,2,52
16/12/2023,1,2,48
17/12/2023,1,2,55
18/12/2023,1,2,37
19/12/2023,1,2,41
20/12/2023,1,2,35
21/12/2023,1,2,39
22/12/2023,1,2,41
23/12/2023,1,2,52
24/12/2023,1,2,47
25/12/2023,1,2,37
26/12/2023,1,2,43
27/12/2023,1,2,55
28/12/2023,1,2,50
29/12/2023,1,2,50
30/12/2023,1,2,56
31/12/2023,1,2,67
1/1/2019,2,2,41
2/1/2019,2,2,33
3/1/2019,2,2,46
4/1/2019,2,2,50
5/1/2019,2,2,44
6/1/2019,2,2,57
7/1/2019,2,2,27
8/1/2019,2,2,43
9/1/2019,2,2,38
10/1/2019,2,2,49
11/1/2019,2,2,53
12/1/2019,2,2,47
13/1/2019,2,2,58
14/1/2019,2,2,26
15/1/2019,2,2,40
16/1/2019,2,2,43
17/1/2019,2,2,38
18/1/2019,2,2,46
19/1/2019,2,2,50
20/1/2019,2,2,49
21/1/2019,2,2,36
22/1/2019,2,2,43
23/1/2019,2,2,35
24/1/2019,2,2,41
25/1/2019,2,2,50
26/1/2019,2,2,38
27/1/2019,2,2,50
28/1/2019,2,2,35
29/1/2019,2,2,41
30/1/2019,2,2,45
31/1/2019,2,2,42
1/2/2019,2,2,36
2/2/2019,2,2,47
3/2/2019,2,2,48
4/2/2019,2,2,31
5/2/2019,2,2,41
6/2/2019,2,2,36
7/2/2019,2,2,48
8/2/2019,2,2,40
9/2/2019,2,2,61
10/2/2019,2,2,49
11/2/2019,2,2,38
12/2/2019,2,2,46
13/2/2019,2,2,48
14/2/2019,2,2,46
15/2/2019,2,2,52
16/2/2019,2,2,49
17/2/2019,2,2,53
18/2/2019,2,2,35
19/2/2019,2,2,46
20/2/2019,2,2,50
21/2/2019,2,2,49
22/2/2019,2,2,46
23/2/2019,2,2,53
24/2/2019,2,2,57
25/2/2019,2,2,33
26/2/2019,2,2,38
27/2/2019,2,2,48
28/2/2019,2,2,38
1/3/2019,2,2,57
2/3/2019,2,2,62
3/3/2019,2,2,70
4/3/2019,2,2,38
5/3/2019,2,2,51
6/3/2019,2,2,58
7/3/2019,2,2,65
8/3/2019,2,2,50
9/3/2019,2,2,59
10/3/2019,2,2,62
11/3/2019,2,2,35
12/3/2019,2,2,54
13/3/2019,2,2,66
14/3/2019,2,2,45
15/3/2019,2,2,67
16/3/2019,2,2,70
17/3/2019,2,2,68
18/3/2019,2,2,36
19/3/2019,2,2,43
20/3/2019,2,2,53
21/3/2019,2,2,63
22/3/2019,2,2,61
23/3/2019,2,2,76
24/3/2019,2,2,61
25/3/2019,2,2,33
26/3/2019,2,2,52
27/3/2019,2,2,54
28/3/2019,2,2,69
29/3/2019,2,2,62
30/3/2019,2,2,66
31/3/2019,2,2,69
1/4/2019,2,2,58
2/4/2019,2,2,63
3/4/2019,2,2,74
4/4/2019,2,2,74
5/4/2019,2,2,69
6/4/2019,2,2,62
7/4/2019,2,2,84
8/4/2019,2,2,56
9/4/2019,2,2,64
10/4/2019,2,2,62
11/4/2019,2,2,63
12/4/2019,2,2,72
13/4/2019,2,2,77
14/4/2019,2,2,76
15/4/2019,2,2,58
16/4/2019,2,2,59
17/4/2019,2,2,57
18/4/2019,2,2,47
19/4/2019,2,2,70
20/4/2019,2,2,81
21/4/2019,2,2,73
22/4/2019,2,2,53
23/4/2019,2,2,48
24/4/2019,2,2,66
25/4/2019,2,2,54
26/4/2019,2,2,72
27/4/2019,2,2,67
28/4/2019,2,2,68
29/4/2019,2,2,60
30/4/2019,2,2,65
1/5/2019,2,2,63
2/5/2019,2,2,71
3/5/2019,2,2,71
4/5/2019,2,2,91
5/5/2019,2,2,93
6/5/2019,2,2,50
7/5/2019,2,2,69
8/5/2019,2,2,52
9/5/2019,2,2,60
10/5/2019,2,2,92
11/5/2019,2,2,78
12/5/2019,2,2,67
13/5/2019,2,2,71
14/5/2019,2,2,68
15/5/2019,2,2,76
16/5/2019,2,2,82
17/5/2019,2,2,90
18/5/2019,2,2,66
19/5/2019,2,2,111
20/5/2019,2,2,57
21/5/2019,2,2,63
22/5/2019,2,2,65
23/5/2019,2,2,78
24/5/2019,2,2,68
25/5/2019,2,2,82
26/5/2019,2,2,73
27/5/2019,2,2,54
28/5/2019,2,2,83
29/5/2019,2,2,68
30/5/2019,2,2,70
31/5/2019,2,2,80
1/6/2019,2,2,74
2/6/2019,2,2,82
3/6/2019,2,2,60
4/6/2019,2,2,79
5/6/2019,2,2,64
6/6/2019,2,2,82
7/6/2019,2,2,79
8/6/2019,2,2,77
9/6/2019,2,2,119
10/6/2019,2,2,59
11/6/2019,2,2,68
12/6/2019,2,2,65
13/6/2019,2,2,75
14/6/2019,2,2,73
15/6/2019,2,2,100
16/6/2019,2,2,104
17/6/2019,2,2,64
18/6/2019,2,2,58
19/6/2019,2,2,70
20/6/2019,2,2,80
21/6/2019,2,2,86
22/6/2019,2,2,86
23/6/2019,2,2,99
24/6/2019,2,2,55
25/6/2019,2,2,64
26/6/2019,2,2,68
27/6/2019,2,2,76
28/6/2019,2,2,76
29/6/2019,2,2,77
30/6/2019,2,2,94
1/7/2019,2,2,76
2/7/2019,2,2,75
3/7/2019,2,2,72
4/7/2019,2,2,85
5/7/2019,2,2,97
6/7/2019,2,2,84
7/7/2019,2,2,88
8/7/2019,2,2,48
9/7/2019,2,2,81
10/7/2019,2,2,84
11/7/2019,2,2,84
12/7/2019,2,2,75
13/7/2019,2,2,87
14/7/2019,2,2,65
15/7/2019,2,2,68
16/7/2019,2,2,69
17/7/2019,2,2,73
18/7/2019,2,2,71
19/7/2019,2,2,95
20/7/2019,2,2,85
21/7/2019,2,2,98
22/7/2019,2,2,66
23/7/2019,2,2,78
24/7/2019,2,2,76
25/7/2019,2,2,91
26/7/2019,2,2,106
27/7/2019,2,2,83
28/7/2019,2,2,75
29/7/2019,2,2,75
30/7/2019,2,2,56
31/7/2019,2,2,71
1/8/2019,2,2,59
2/8/2019,2,2,86
3/8/2019,2,2,67
4/8/2019,2,2,70
5/8/2019,2,2,63
6/8/2019,2,2,68
7/8/2019,2,2,71
8/8/2019,2,2,71
9/8/2019,2,2,74
10/8/2019,2,2,80
11/8/2019,2,2,79
12/8/2019,2,2,55
13/8/2019,2,2,59
14/8/2019,2,2,71
15/8/2019,2,2,82
16/8/2019,2,2,72
17/8/2019,2,2,89
18/8/2019,2,2,106
19/8/2019,2,2,61
20/8/2019,2,2,57
21/8/2019,2,2,77
22/8/2019,2,2,72
23/8/2019,2,2,84
24/8/2019,2,2,76
25/8/2019,2,2,88
26/8/2019,2,2,56
27/8/2019,2,2,77
28/8/2019,2,2,55
29/8/2019,2,2,61
30/8/2019,2,2,68
31/8/2019,2,2,66
1/9/2019,2,2,81
2/9/2019,2,2,61
3/9/2019,2,2,65
4/9/2019,2,2,57
5/9/2019,2,2,60
6/9/2019,2,2,66
7/9/2019,2,2,73
8/9/2019,2,2,92
9/9/2019,2,2,52
10/9/2019,2,2,57
11/9/2019,2,2,72
12/9/2019,2,2,73
13/9/2019,2,2,60
14/9/2019,2,2,80
15/9/2019,2,2,88
16/9/2019,2,2,54
17/9/2019,2,2,67
18/9/2019,2,2,74
19/9/2019,2,2,54
20/9/2019,2,2,65
21/9/2019,2,2,60
22/9/2019,2,2,92
23/9/2019,2,2,54
24/9/2019,2,2,64
25/9/2019,2,2,60
26/9/2019,2,2,68
27/9/2019,2,2,83
28/9/2019,2,2,58
29/9/2019,2,2,83
30/9/2019,2,2,48
1/10/2019,2,2,57
2/10/2019,2,2,52
3/10/2019,2,2,77
4/10/2019,2,2,55
5/10/2019,2,2,68
6/10/2019,2,2,72
7/10/2019,2,2,51
8/10/2019,2,2,68
9/10/2019,2,2,57
10/10/2019,2,2,56
11/10/2019,2,2,65
12/10/2019,2,2,75
13/10/2019,2,2,58
14/10/2019,2,2,48
15/10/2019,2,2,61
16/10/2019,2,2,57
17/10/2019,2,2,75
18/10/2019,2,2,59
19/10/2019,2,2,68
20/10/2019,2,2,62
21/10/2019,2,2,55
22/10/2019,2,2,60
23/10/2019,2,2,56
24/10/2019,2,2,53
25/10/2019,2,2,73
26/10/2019,2,2,66
27/10/2019,2,2,61
28/10/2019,2,2,47
29/10/2019,2,2,46
30/10/2019,2,2,69
31/10/2019,2,2,57
1/11/2019,2,2,59
2/11/2019,2,2,66
3/11/2019,2,2,71
4/11/2019,2,2,51
5/11/2019,2,2,71
6/11/2019,2,2,63
7/11/2019,2,2,67
8/11/2019,2,2,65
9/11/2019,2,2,76
10/11/2019,2,2,70
11/11/2019,2,2,46
12/11/2019,2,2,70
13/11/2019,2,2,60
14/11/2019,2,2,64
15/11/2019,2,2,68
16/11/2019,2,2,86
17/11/2019,2,2,74
18/11/2019,2,2,44
19/11/2019,2,2,70
20/11/2019,2,2,64
21/11/2019,2,2,58
22/11/2019,2,2,70
23/11/2019,2,2,76
24/11/2019,2,2,75
25/11/2019,2,2,60
26/11/2019,2,2,73
27/11/2019,2,2,53
28/11/2019,2,2,63
29/11/2019,2,2,63
30/11/2019,2,2,68
1/12/2019,2,2,62
2/12/2019,2,2,47
3/12/2019,2,2,43
4/12/2019,2,2,37
5/12/2019,2,2,51
6/12/2019,2,2,47
7/12/2019,2,2,66
8/12/2019,2,2,48
9/12/2019,2,2,28
10/12/2019,2,2,46
11/12/2019,2,2,53
12/12/2019,2,2,46
13/12/2019,2,2,60
14/12/2019,2,2,44
15/12/2019,2,2,47
16/12/2019,2,2,44
17/12/2019,2,2,47
18/12/2019,2,2,38
19/12/2019,2,2,57
20/12/2019,2,2,58
21/12/2019,2,2,64
22/12/2019,2,2,49
23/12/2019,2,2,48
24/12/2019,2,2,49
25/12/2019,2,2,50
26/12/2019,2,2,52
27/12/2019,2,2,48
28/12/2019,2,2,65
29/12/2019,2,2,50
30/12/2019,2,2,32
31/12/2019,2,2,42
1/1/2020,2,2,38
2/1/2020,2,2,55
3/1/2020,2,2,48
4/1/2020,2,2,54
5/1/2020,2,2,51
6/1/2020,2,2,36
7/1/2020,2,2,65
8/1/2020,2,2,42
9/1/2020,2,2,39
10/1/2020,2,2,47
11/1/2020,2,2,39
12/1/2020,2,2,44
13/1/2020,2,2,42
14/1/2020,2,2,39
15/1/2020,2,2,52
16/1/2020,2,2,36
17/1/2020,2,2,40
18/1/2020,2,2,55
19/1/2020,2,2,77
20/1/2020,2,2,35
21/1/2020,2,2,44
22/1/2020,2,2,55
23/1/2020,2,2,42
24/1/2020,2,2,54
25/1/2020,2,2,49
26/1/2020,2,2,63
27/1/2020,2,2,34
28/1/2020,2,2,50
29/1/2020,2,2,63
30/1/2020,2,2,57
31/1/2020,2,2,56
1/2/2020,2,2,83
2/2/2020,2,2,65
3/2/2020,2,2,42
4/2/2020,2,2,66
5/2/2020,2,2,50
6/2/2020,2,2,62
7/2/2020,2,2,59
8/2/2020,2,2,67
9/2/2020,2,2,59
10/2/2020,2,2,51
11/2/2020,2,2,50
12/2/2020,2,2,56
13/2/2020,2,2,51
14/2/2020,2,2,62
15/2/2020,2,2,58
16/2/2020,2,2,64
17/2/2020,2,2,58
18/2/2020,2,2,53
19/2/2020,2,2,50
20/2/2020,2,2,64
21/2/2020,2,2,61
22/2/2020,2,2,64
23/2/2020,2,2,76
24/2/2020,2,2,36
25/2/2020,2,2,42
26/2/2020,2,2,58
27/2/2020,2,2,52
28/2/2020,2,2,57
1/3/2020,2,2,74
2/3/2020,2,2,86
3/3/2020,2,2,55
4/3/2020,2,2,58
5/3/2020,2,2,67
6/3/2020,2,2,61
7/3/2020,2,2,65
8/3/2020,2,2,71
9/3/2020,2,2,86
10/3/2020,2,2,52
11/3/2020,2,2,65
12/3/2020,2,2,58
13/3/2020,2,2,80
14/3/2020,2,2,71
15/3/2020,2,2,84
16/3/2020,2,2,74
17/3/2020,2,2,44
18/3/2020,2,2,62
19/3/2020,2,2,57
20/3/2020,2,2,66
21/3/2020,2,2,73
22/3/2020,2,2,77
23/3/2020,2,2,67
24/3/2020,2,2,56
25/3/2020,2,2,64
26/3/2020,2,2,62
27/3/2020,2,2,54
28/3/2020,2,2,63
29/3/2020,2,2,63
30/3/2020,2,2,78
31/3/2020,2,2,54
1/4/2020,2,2,79
2/4/2020,2,2,69
3/4/2020,2,2,85
4/4/2020,2,2,69
5/4/2020,2,2,76
6/4/2020,2,2,98
7/4/2020,2,2,54
8/4/2020,2,2,72
9/4/2020,2,2,56
10/4/2020,2,2,65
11/4/2020,2,2,83
12/4/2020,2,2,95
13/4/2020,2,2,106
14/4/2020,2,2,56
15/4/2020,2,2,76
16/4/2020,2,2,61
17/4/2020,2,2,68
18/4/2020,2,2,85
19/4/2020,2,2,99
20/4/2020,2,2,96
21/4/2020,2,2,55
22/4/2020,2,2,70
23/4/2020,2,2,77
24/4/2020,2,2,87
25/4/2020,2,2,81
26/4/2020,2,2,93
27/4/2020,2,2,89
28/4/2020,2,2,61
29/4/2020,2,2,77
30/4/2020,2,2,62
1/5/2020,2,2,90
2/5/2020,2,2,71
3/5/2020,2,2,96
4/5/2020,2,2,101
5/5/2020,2,2,59
6/5/2020,2,2,82
7/5/2020,2,2,67
8/5/2020,2,2,88
9/5/2020,2,2,83
10/5/2020,2,2,89
11/5/2020,2,2,89
12/5/2020,2,2,65
13/5/2020,2,2,69
14/5/2020,2,2,55
15/5/2020,2,2,75
16/5/2020,2,2,73
17/5/2020,2,2,95
18/5/2020,2,2,98
19/5/2020,2,2,80
